id,name,description,address,city,state,state1,zip_code,telephone1,email1,website1,website_screenshot_url,uuid_id,name_slug,approved,services,certification,business_products_services
723,Missouri Solar Applications,"Missouri Solar Applications is a full-service solar energy and energy efficiency company that empowers clients with cost-effective solar energy systems and energy-efficient improvements. They focus on reducing reliance on fossil fuels and promoting a cleaner environment. Their services include site evaluation, leasing arrangements, extensive knowledge of federal tax credits, utility incentives, and energy financing, as well as in-house design and engineering with certified professionals.","3617 Route CC, Jefferson City, MO, 65109",Jefferson City,Missouri,MO,65102,573 46 8685,info@mosolarapps.com,https://www.mosolarapps.com,,,,,,,"Missouri Solar Applications offers solar electric systems, solar heating systems, site evaluation, leasing arrangements, federal tax credits for PV, tax savings from accelerated depreciation, utility incentives, energy financing, in-house design and engineering, and certified professional installation."
724,Moana Marine LLC,"Moana Marine LLC is a company specializing in alternative energy, renewable energy, and energy efficiency technology. They offer a range of products and services aimed at promoting sustainable energy solutions.","70 Thomas Street, Port Townsend, Washington, 98368",Honolulu,Washington,WA,96813,64 4 568 6868,info@moanamarine.com,https://www.moanamarine.com,,,,,,,"Alternative Energy, Renewable Energy, Energy Efficiency Technology"
725,Modern Era Solar,"Modern Era Solar is a company that specializes in making the switch to solar energy simple and efficient. They focus on providing excellent service and have generated over 15 million KWH, reducing over 400 tons of CO2.","11501 Rojas Dr, Suite O1, El Paso, Texas, 79936","El Paso, Laredo, Harlingen",Texas,TX,"79936, 78045, 78539",15 504 4752,company@modernerasolar.com,https://www.modernerasolar.com,,,,,,,"Residential solar services, including solar panel installation, design consultation, permitting, and activation. They also offer water treatment and credit repair services."
726,Modern Solar,"Modern Solar is a company that specializes in high-end technology and expert installation of solar panels. They offer a range of solar services including residential and commercial solar solutions, advanced energy storage, and solar financing options. The company is committed to using American-made products to support the US economy and achieve energy independence.","55231 29 Palms Hwy, Yucca Valley, CA, 92284",Yucca Valley,,CA,92284,888 8 0503,info@modernsolar.org,https://www.modernsolar.org,,,,,,,"Residential Solar, Commercial Solar, Advanced Energy Storage, Solar Power, Solar Installations, Solar Sign-Up Process, Benefits of Solar Power, Residential Solar Financing, Commercial Financing, Referral Program"
727,Modern Thermal Design,"Modern Thermal Design is a recognized leader in renewable energy and large complex commercial and industrial applications. With combined experience of over 100 years, our design-build expertise makes for efficient, cost-effective, and most importantly successful energy-saving projects.","315 N Madison Street, Building 100, Fortville, IN, 46040",Indianapolis,Indiana,IN,46201,317 505 200,sales@modernthermaldesign.com,https://www.modernthermaldesign.com,,,,,,,"Modern Thermal Design specializes in solutions for large industrial, commercial, and institutional projects. Energy costs continue to spiral upward, compelling every large and small business to consider alternatives. Modern Thermal Design has the technical expertise and real-time experience to manage any commercial, industrial, institutional, or government sustainability project. With combined experience of over 100 years, we specialize in large projects starting at $100,000 up to $20,000,000. Our engineering and auditing personnel will thoroughly evaluate your facility and energy usage, identify peak and off-peak hours, and design an American-made energy system customized to fit your needs and budget. With significant experience in virtually every industry, including Fortune 500 companies, we make it easy for you to get started with the Commercial Solar Installation, High-Efficiency Boilers, Solar Thermal, Biogas Systems, and many other renewable energy products. Modern Thermal Design specializes in installing large and complex made-in-America solar panels for businesses; photovoltaic, UV hot water/space/process heat solar, or a combination of both."
728,Modernize Green Solutions,"Modernize Green Solutions is dedicated to making energy-efficient homes affordable for all homeowners. The company aims to help people save energy, improve efficiency, and achieve their environmental goals while creating a better environment for future generations.","1 Oakwood Blvd, Hollywood, Suite 200, FL, 33020",Hollywood,Florida,FL,33020,305 786 550,info@modernizegreensolutions.com,https://www.modernizegreensolutions.com,,,,,,,"Modernize Green Solutions provides the highest quality energy-efficient products for your home. These include HVAC systems, attic insulation, impact windows and doors, landscaping, and exterior cool paint. The company also offers affordable pricing and flexible financing options for high-quality installations."
729,Modernize Power,"Modernize Power is a company based in California that specializes in providing resilient, future-ready energy systems. With over 10 years of experience and more than 600 successful projects, they offer comprehensive EPC (Engineering, Procurement, and Construction) projects and specialized installation services. They are licensed and certified experts in electrical, solar, and general contracting, and they specialize in complex HCAI projects. Modernize Power is a trusted partner for leading manufacturers and offers long-term financing options for their projects.","9477 Greenback Lane, #511, Folsom, CA, 95630",Folsom,California,CA,95630,16 23 500,info@modernizepower.com,https://www.modernizepower.com,,,,,,,"Modernize Power offers a range of products and services including diesel generators, natural gas generators, propane generators, commercial solar, battery energy storage systems, micro-grid systems, EV charging stations, and more. They provide turnkey installation, design consultation, site evaluation, design and engineering, project management, switch gear replacement, and service and maintenance. They cater to various industries such as skilled nursing, healthcare, veterinary hospitals, government, banking, quick serve restaurants, food banks, laboratories, and residential services including standby generators, residential solar, residential battery storage, and roof replacement."
730,Modernize Remodeling,"Modernize Remodeling boasts competent professionals with collective experience in offering quality home improvement services all over Los Angeles. Aside from having undertaken countless projects all over the state, we take pride in delivering diverse world-class remodeling and repair works to all homeowners.","18321 Ventura Blvd, Los Angeles, CA, 91356",Los Angeles,California,CA,91356,818 827 6404,info@modernizeremodeling.com,https://www.modernizeremodeling.com,,,,,,,"Solar Roofing, Bathroom Remodeling, Home Interior, HVAC, Exterior Paint, Artificial Grass/Dry Landscaping, Kitchen Remodeling"
731,Monalee,"Monalee is a transparent solar company that provides upfront pricing and instant solar designs. They offer customizable solar systems and premium equipment, with a focus on competitive pricing and speedy installation. Monalee operates in 26 states and is expanding.","Boston, MA",Not specified,Massachusetts,MA,2139,1 844 666 2533,,https://www.monalee.co,,,,,,,"Monalee offers solar energy solutions, including upfront pricing, instant solar designs, transparent pricing, system customizations, and premium equipment. They provide Longi 400w solar panels, Tesla Solar Inverters, and Schneider Boost batteries. Monalee's machine learning technology analyzes roofs to create optimal solar designs and offers competitive pricing, speedy installation, and equipment guarantees."
732,Monarch Energy,"Monarch Energy is a originator and early stage developer of commercial, community solar and storage projects. Monarch Energy partners with leading developers, landowners, communities and utilities to provide renewable energy solutions.","7 Pleasant St Ext, Concord, NH, 03301",Not Specified,South Carolina,SC,3301,603 645 17,Sales@Monarch-Solar.com,https://www.monarch-solar.com,,,,,,,"Monarch Energy is a renewable energy company focused on originating and developing solar and storage projects. We work with landowners, developers, and communities to identify promising locations for renewable energy projects and bring them to market. We are transforming access to renewable energy with simple, powerful solutions."
