id,name,description,address,city,state,zip_code,phone,email,website,services
193,Gurr Brothers Construction LLC,"Water Damage Reconstruction, Fire Damage Repair, Commercial Restoration & TI, Home Renovation & Remodeling, Interior Design, Solar Installation, Restoration Reconstruction, House Paint","7125 East, Southern Avenue, Suite 109, Mesa, AZ, 85209",AZ,AZ,85209,14808267759,Contact@GurrBrothers.com,http://www.gurrbrothers.com/,"[""Water Damage Reconstruction, Fire Damage Repair, Commercial Restoration & TI, Home Renovation & Remodeling, Interior Design, Solar Installation, Restoration Reconstruction, House Paint""]"
194,"All Tech Energy, Inc","Electrical and lighting solutions for institutions, commercial, and industrial businesses. Services include electrical, lighting, maintenance and solar","1000 East State Parkway, Suite C, Schaumburg, IL, 60173",IL,IL,60173,18478820500,Info@AllTechEnergy.com,http://www.alltechenergy.com/,"[""Electrical and lighting solutions for institutions, commercial, and industrial businesses. Services include electrical, lighting, maintenance and solar""]"
195,ACES,"Geothermal and Solar PV installation, Fossil Fuel Furnace Replacements","7288 Rush Lima Road, Honeoye Falls, New York, 14472",New York,NY,14472,15859357186,info@aces-energy.com,http://aces-energy.com/,"[""Geothermal and Solar PV installation, Fossil Fuel Furnace Replacements""]"
196,ERM Sustainability Institute,The ERM Sustainability Institute generates actionable insight that helps companies understand and navigate the risks and opportunities created by the sustainability transformation.,"203 Crescent Street, Suite 106, Waltham, Massachusetts, 02353",Massachusetts,MA,2353,15088888345,,http://www.sustainability.com,"[""The ERM Sustainability Institute generates actionable insight that helps companies understand and navigate the risks and opportunities created by the sustainability transformation.""]"
197,Cox Construction Co.,"Renovation and new construction of commercial and industrial projects for Federal, State and Local agencies in California and Western United States","1210 Distribution Way, Vista, CA, 92081",CA,CA,92081,17607279020,,http://www.coxconstructionco.com,"[""Renovation and new construction of commercial and industrial projects for Federal, State and Local agencies in California and Western United States""]"
198,"A.B. Edward Enterprises, Inc.","A.B. Edward is a family-owned company that offers roofing, siding, gutter, carpentry and masonry services.","414, Mercantile Ct., Wheeling, IL, 60090",IL,IL,60090,18478271605,,http://www.abedward.com/,"[""A.B. Edward is a family-owned company that offers roofing, siding, gutter, carpentry and masonry services.""]"
199,Flex Advisors,Hosting Provider,"1141 Corella, Newport Beach, CA, 92660",CA,CA,92660,19492987577,,http://www.flexadvisors.com,"[""Hosting Provider""]"
200,Eurosolar-x,"commercial Building, Hotels, Restaurants, Factories, Warehouses, Shops Car Dealerships, Real Estate, Farms","2700 N. Atlantic Avenue, Unit #A, Daytona Beach, FL 32118",Daytona Beach,FL,32118,13864538580,info@eurosolar-x.com,http://www.eurosolar-x.com,"[""commercial Building, Hotels, Restaurants, Factories, Warehouses, Shops Car Dealerships, Real Estate, Farms""]"
201,"EVS, Inc.","Professional engineering services for clean energy projects, including utility-scale solar plants, substations, and energy storage facilities.","10025 Valley View Road, Suite 140, Eden Prairie, MN, 55344",MN,MN,55344,19526460236,info@evs-eng.com,https://evs-eng.com,"[""Professional engineering services for clean energy projects, including utility-scale solar plants, substations, and energy storage facilities.""]"
202,Future Energy Solar,Solar energy solutions,"21 Olympia Ave, Unit V, Woburn, MA, 01801",MA,MA,1801,,sales@futureenergysolar.com,http://www.futureenergysolar.com,"[""Solar energy solutions""]"
203,Energy Industries Corporation,Energy efficiency provider focused on efficiency and renewable solutions. Services include energy-efficient lighting solutions and solar photovoltaic (PV) systems installation.,98-810 Moanalu Rd,,HI,98810,18088397300,,http://www.energy-industries.com,"[""Energy efficiency provider focused on efficiency and renewable solutions. Services include energy-efficient lighting solutions and solar photovoltaic (PV) systems installation.""]"
204,ASE Solar Solutions,"Solar energy solutions, including solar panel technology and battery storage","440 N Barranca Ave, #2888, Covina, CA, 91723",CA,CA,91723,18442737652,bpruett@asesolar.com,https://images.squarespace-cdn.com/content/v1/55cab073e4b0c0fd5372e8ef/1526856814890-ZZ692SSI9HWZV71V42IT/ASE+Logo+for+Arsh.png,"[""Solar energy solutions, including solar panel technology and battery storage""]"
205,Advanced Solar Integration Technologies,"Description of business, products, or services offered: Renewable Energy Company providing solar integration, engineering services, development services, commercial solar, residential solar, energy efficiency, and cool roof technology.","8 Whatney, Irvine, CA, 92618",CA,CA,92618,19492025801,info@adv-solar.com,http://www.adv-solar.com,"[""Description of business, products, or services offered: Renewable Energy Company providing solar integration, engineering services, development services, commercial solar, residential solar, energy efficiency, and cool roof technology.""]"
206,Astrawatt Solar,Reliable Solar Solutions for Homes & Businesses,"3525 Roanoke Rd, Ste 110, Kansas City MO 64111",Ste 110,MO,64111,18779374786,,http://www.astrawatt.solar,"[""Reliable Solar Solutions for Homes & Businesses""]"
207,A2Z Energy,"Custom-designed solar systems, solar electric panels, solar hot water systems, and energy load identification.","Shingle Springs, CA 95682",Shingle Springs,CA,95682,15306721595,info@a2zenergy.com,http://www.a2zenergy.com,"[""Custom-designed solar systems, solar electric panels, solar hot water systems, and energy load identification.""]"
208,Advanced Electrical Construction,"Commercial Electrical Contractor providing expert electrical service by quality electricians, Solar Installations, Electrical audits, Energy efficient lighting, Build outs, Commercial Electrical installations, Generator Installations, Panel replacements, Maintenance agreements, New construction, Remodels","P.O. Box 82, Rushville, MO, 64484",MO,"KS, MO",64484,18165799505,estimating@aeckc.com,http://www.advancedelectricalconstruction.com,"[""Commercial Electrical Contractor providing expert electrical service by quality electricians, Solar Installations, Electrical audits, Energy efficient lighting, Build outs, Commercial Electrical installations, Generator Installations, Panel replacements, Maintenance agreements, New construction, Remodels""]"
209,1st Choice Windows and Siding,"Windows, Doors, Siding, Vinyl Windows, Wood Windows, Fiberglass Windows, Sliding Patio Doors, Entry Doors, Vinyl Siding, Composite Siding, LP SmartSide, Solar Panels","10273 Kenneth Dr. Parker, CO 80134",10273 Kenneth Dr. Parker,CO,80134,17205803000,,http://www.1stchoicewindowsandsiding.com,"[""Windows, Doors, Siding, Vinyl Windows, Wood Windows, Fiberglass Windows, Sliding Patio Doors, Entry Doors, Vinyl Siding, Composite Siding, LP SmartSide, Solar Panels""]"
210,Adept Electrical Solutions,"Electrical solutions and services, including EV charging station installation, storage batteries system installation, solar panel installations, electrical panel upgrades, recessed lighting installation, commercial facilities services, installing new and upgrading electrical, commercial lighting.",Fremont CA,,CA,,15105128029,info@adeptelectricalsolutions.com,http://www.adeptelectricalsolutions.com,"[""Electrical solutions and services, including EV charging station installation, storage batteries system installation, solar panel installations, electrical panel upgrades, recessed lighting installation, commercial facilities services, installing new and upgrading electrical, commercial lighting.""]"
211,20 solar energy,"Ofrecemos a nuestros clientes soluciones de ingeniería fotovoltaica de acuerdo con las necesidades de energía de sus proyectos y operaciones.
Nuestro enfoque hacia el cliente comienza por identificar las demandas reales para contribuir a mejorar sus niveles de competitividad y sostenible.
Estamos comprometidos con brindar el éxito al cliente compartiendo nuestra experiencia global en diseños, componentes y tecnología fotovoltaica, en conjunto con nuestros aliados comerciales de clase mundial.","6315 North Sam Houston Pkwy W, Houston, TX, 77086",TX,TX,77086,17542646487,,http://www.20solarenergy.com,
212,ACMatthews Roofing and construction,"Roofing, exteriors, and residential solar company, with a specialization in storm damage restoration.","9205 Spring Valley Rd, Ellicott City, MD, 21043",MD,"MD, PA",21043,14106351650,office@acmatthews.com,http://acmatthews.com,"[""Roofing, exteriors, and residential solar company, with a specialization in storm damage restoration.""]"
213,Gephart Electrical,Electrical services,"722 Orlando Ave, Los Angeles, CA 90069",Los Angeles,CA,90069,18054164102,,http://www.gephartelectrical.com,"[""Electrical services""]"
214,ADAPT Solar,Installation of solar panel systems,"Spencer, IA, 51301",IA,XX,51301,17123390687,staff@adaptsolar.com,http://Unknown,"[""Installation of solar panel systems""]"
215,ACECON ENERGY SOLUTIONS,"Acecon Energy Solutions design, plan, install and maintain solar panel system for residential and commercial properties to reduce electric utility bills. Electrical services, Power Storage System, Demand Charge Solutions","220 E Monterey Ave, Pomona, CA, 91767",CA,CA,91767,19097515151,admin@amekogroup.com,http://www.aceconenergy.com,"[""Acecon Energy Solutions design, plan, install and maintain solar panel system for residential and commercial properties to reduce electric utility bills. Electrical services, Power Storage System, Demand Charge Solutions""]"
216,Advanced Roofing Inc.,"Full-service commercial roofing contractor specializing in re-roofing, replacements, repairs, maintenance, and solar energy services for occupied buildings.","1950 NW 22nd Street, Fort Lauderdale, FL 33311",Fort Lauderdale,FL,33311,19545226868,,http://www.advancedroofing.com,"[""Full-service commercial roofing contractor specializing in re-roofing, replacements, repairs, maintenance, and solar energy services for occupied buildings.""]"
217,"Coast to Coast Solar, Inc.","Solar Design/Sales/Installation of Solar Pool Heating, & Solar Electric Systems, Including Repairs and Removal of Existing Solar Systems.","19209 US Hwy 41, Lutz, FL, 33549",FL,FL,33549,18134066501,info@coasttocoastsolar.com,http://www.coasttocoastsolar.com,"[""Solar Design/Sales/Installation of Solar Pool Heating, & Solar Electric Systems, Including Repairs and Removal of Existing Solar Systems.""]"
